"Code","Full Description","Class","Approach"
"0QS844Z","Reposition Right Femoral Shaft with Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS845Z","Reposition Right Femoral Shaft with External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS846Z","Reposition Right Femoral Shaft with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS84BZ","Reposition Right Femoral Shaft with Monoplanar External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS84CZ","Reposition Right Femoral Shaft with Ring External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS84DZ","Reposition Right Femoral Shaft with Hybrid External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS84ZZ","Reposition Right Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS904Z","Reposition Left Femoral Shaft with Internal Fixation Device, Open Approach","femur","Open Approach"
"0QS905Z","Reposition Left Femoral Shaft with External Fixation Device, Open Approach","femur","Open Approach"
"0QS906Z","Reposition Left Femoral Shaft with Intramedullary Internal Fixation Device, Open Approach","femur","Open Approach"
"0QS90BZ","Reposition Left Femoral Shaft with Monoplanar External Fixation Device, Open Approach","femur","Open Approach"
"0QS90CZ","Reposition Left Femoral Shaft with Ring External Fixation Device, Open Approach","femur","Open Approach"
"0QS90DZ","Reposition Left Femoral Shaft with Hybrid External Fixation Device, Open Approach","femur","Open Approach"
"0QS90ZZ","Reposition Left Femoral Shaft, Open Approach","femur","Open Approach"
"0QS934Z","Reposition Left Femoral Shaft with Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS935Z","Reposition Left Femoral Shaft with External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS936Z","Reposition Left Femoral Shaft with Intramedullary Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS93BZ","Reposition Left Femoral Shaft with Monoplanar External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS93CZ","Reposition Left Femoral Shaft with Ring External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS93DZ","Reposition Left Femoral Shaft with Hybrid External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QS93ZZ","Reposition Left Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QS944Z","Reposition Left Femoral Shaft with Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS945Z","Reposition Left Femoral Shaft with External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS946Z","Reposition Left Femoral Shaft with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS94BZ","Reposition Left Femoral Shaft with Monoplanar External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS94CZ","Reposition Left Femoral Shaft with Ring External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS94DZ","Reposition Left Femoral Shaft with Hybrid External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QS94ZZ","Reposition Left Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSB04Z","Reposition Right Lower Femur with Internal Fixation Device, Open Approach","femur","Open Approach"
"0QSB05Z","Reposition Right Lower Femur with External Fixation Device, Open Approach","femur","Open Approach"
"0QSB06Z","Reposition Right Lower Femur with Intramedullary Internal Fixation Device, Open Approach","femur","Open Approach"
"0QSB0BZ","Reposition Right Lower Femur with Monoplanar External Fixation Device, Open Approach","femur","Open Approach"
"0QSB0CZ","Reposition Right Lower Femur with Ring External Fixation Device, Open Approach","femur","Open Approach"
"0QSB0DZ","Reposition Right Lower Femur with Hybrid External Fixation Device, Open Approach","femur","Open Approach"
"0QSB0ZZ","Reposition Right Lower Femur, Open Approach","femur","Open Approach"
"0QSB34Z","Reposition Right Lower Femur with Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSB35Z","Reposition Right Lower Femur with External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSB36Z","Reposition Right Lower Femur with Intramedullary Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSB3BZ","Reposition Right Lower Femur with Monoplanar External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSB3CZ","Reposition Right Lower Femur with Ring External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSB3DZ","Reposition Right Lower Femur with Hybrid External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSB3ZZ","Reposition Right Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QSB44Z","Reposition Right Lower Femur with Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSB45Z","Reposition Right Lower Femur with External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSB46Z","Reposition Right Lower Femur with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSB4BZ","Reposition Right Lower Femur with Monoplanar External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSB4CZ","Reposition Right Lower Femur with Ring External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSB4DZ","Reposition Right Lower Femur with Hybrid External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSB4ZZ","Reposition Right Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSC04Z","Reposition Left Lower Femur with Internal Fixation Device, Open Approach","femur","Open Approach"
"0QSC05Z","Reposition Left Lower Femur with External Fixation Device, Open Approach","femur","Open Approach"
"0QSC06Z","Reposition Left Lower Femur with Intramedullary Internal Fixation Device, Open Approach","femur","Open Approach"
"0QSC0BZ","Reposition Left Lower Femur with Monoplanar External Fixation Device, Open Approach","femur","Open Approach"
"0QSC0CZ","Reposition Left Lower Femur with Ring External Fixation Device, Open Approach","femur","Open Approach"
"0QSC0DZ","Reposition Left Lower Femur with Hybrid External Fixation Device, Open Approach","femur","Open Approach"
"0QSC0ZZ","Reposition Left Lower Femur, Open Approach","femur","Open Approach"
"0QSC34Z","Reposition Left Lower Femur with Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSC35Z","Reposition Left Lower Femur with External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSC36Z","Reposition Left Lower Femur with Intramedullary Internal Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSC3BZ","Reposition Left Lower Femur with Monoplanar External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSC3CZ","Reposition Left Lower Femur with Ring External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSC3DZ","Reposition Left Lower Femur with Hybrid External Fixation Device, Percutaneous Approach","femur","Percutaneous Approach"
"0QSC3ZZ","Reposition Left Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QSC44Z","Reposition Left Lower Femur with Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSC45Z","Reposition Left Lower Femur with External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSC46Z","Reposition Left Lower Femur with Intramedullary Internal Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSC4BZ","Reposition Left Lower Femur with Monoplanar External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSC4CZ","Reposition Left Lower Femur with Ring External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSC4DZ","Reposition Left Lower Femur with Hybrid External Fixation Device, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QSC4ZZ","Reposition Left Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QW605Z","Revision of External Fixation Device in Right Upper Femur, Open Approach","femur","Open Approach"
"0QW635Z","Revision of External Fixation Device in Right Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QW645Z","Revision of External Fixation Device in Right Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QW6X5Z","Revision of External Fixation Device in Right Upper Femur, External Approach","femur","External Approach"
"0QW705Z","Revision of External Fixation Device in Left Upper Femur, Open Approach","femur","Open Approach"
"0QW735Z","Revision of External Fixation Device in Left Upper Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QW745Z","Revision of External Fixation Device in Left Upper Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QW7X5Z","Revision of External Fixation Device in Left Upper Femur, External Approach","femur","External Approach"
"0QW805Z","Revision of External Fixation Device in Right Femoral Shaft, Open Approach","femur","Open Approach"
"0QW835Z","Revision of External Fixation Device in Right Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QW845Z","Revision of External Fixation Device in Right Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QW8X5Z","Revision of External Fixation Device in Right Femoral Shaft, External Approach","femur","External Approach"
"0QW905Z","Revision of External Fixation Device in Left Femoral Shaft, Open Approach","femur","Open Approach"
"0QW935Z","Revision of External Fixation Device in Left Femoral Shaft, Percutaneous Approach","femur","Percutaneous Approach"
"0QW945Z","Revision of External Fixation Device in Left Femoral Shaft, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QW9X5Z","Revision of External Fixation Device in Left Femoral Shaft, External Approach","femur","External Approach"
"0QWB05Z","Revision of External Fixation Device in Right Lower Femur, Open Approach","femur","Open Approach"
"0QWB35Z","Revision of External Fixation Device in Right Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QWB45Z","Revision of External Fixation Device in Right Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QWBX5Z","Revision of External Fixation Device in Right Lower Femur, External Approach","femur","External Approach"
"0QWC05Z","Revision of External Fixation Device in Left Lower Femur, Open Approach","femur","Open Approach"
"0QWC35Z","Revision of External Fixation Device in Left Lower Femur, Percutaneous Approach","femur","Percutaneous Approach"
"0QWC45Z","Revision of External Fixation Device in Left Lower Femur, Percutaneous Endoscopic Approach","femur","Percutaneous Endoscopic Approach"
"0QWCX5Z","Revision of External Fixation Device in Left Lower Femur, External Approach","femur","External Approach"
"0D16079","Bypass Stomach to Duodenum with Autologous Tissue Substitute, Open Approach","gastricBypass","Open Approach"
"0D1607A","Bypass Stomach to Jejunum with Autologous Tissue Substitute, Open Approach","gastricBypass","Open Approach"
"0D1607B","Bypass Stomach to Ileum with Autologous Tissue Substitute, Open Approach","gastricBypass","Open Approach"
"0D1607L","Bypass Stomach to Transverse Colon with Autologous Tissue Substitute, Open Approach","gastricBypass","Open Approach"
"0D160J9","Bypass Stomach to Duodenum with Synthetic Substitute, Open Approach","gastricBypass","Open Approach"
"0D160JA","Bypass Stomach to Jejunum with Synthetic Substitute, Open Approach","gastricBypass","Open Approach"
"0D160JB","Bypass Stomach to Ileum with Synthetic Substitute, Open Approach","gastricBypass","Open Approach"
"0D160JL","Bypass Stomach to Transverse Colon with Synthetic Substitute, Open Approach","gastricBypass","Open Approach"
"0D160K9","Bypass Stomach to Duodenum with Nonautologous Tissue Substitute, Open Approach","gastricBypass","Open Approach"
"0D160KA","Bypass Stomach to Jejunum with Nonautologous Tissue Substitute, Open Approach","gastricBypass","Open Approach"
"0D160KB","Bypass Stomach to Ileum with Nonautologous Tissue Substitute, Open Approach","gastricBypass","Open Approach"
"0D160KL","Bypass Stomach to Transverse Colon with Nonautologous Tissue Substitute, Open Approach","gastricBypass","Open Approach"
"0D160Z9","Bypass Stomach to Duodenum, Open Approach","gastricBypass","Open Approach"
"0D160ZA","Bypass Stomach to Jejunum, Open Approach","gastricBypass","Open Approach"
"0D160ZB","Bypass Stomach to Ileum, Open Approach","gastricBypass","Open Approach"
"0D160ZL","Bypass Stomach to Transverse Colon, Open Approach","gastricBypass","Open Approach"
"0D16479","Bypass Stomach to Duodenum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","gastricBypass","Percutaneous Endoscopic Approach"
"0D1647A","Bypass Stomach to Jejunum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","gastricBypass","Percutaneous Endoscopic Approach"
"0D1647B","Bypass Stomach to Ileum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","gastricBypass","Percutaneous Endoscopic Approach"
"0D1647L","Bypass Stomach to Transverse Colon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach","gastricBypass","Percutaneous Endoscopic Approach"
