ICD-10-PCS Code quoted,ICD-10-PCS Code,ICD-10-PCS Code Description,CCSR Category,CCSR Category Description,Clinical Domain
"""075D0ZZ""",075D0ZZ,"Destruction of Aortic Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075D3ZZ""",075D3ZZ,"Destruction of Aortic Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075D4ZZ""",075D4ZZ,"Destruction of Aortic Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075F0ZZ""",075F0ZZ,"Destruction of Right Lower Extremity Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075F3ZZ""",075F3ZZ,"Destruction of Right Lower Extremity Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075F4ZZ""",075F4ZZ,"Destruction of Right Lower Extremity Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075G0ZZ""",075G0ZZ,"Destruction of Left Lower Extremity Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075G3ZZ""",075G3ZZ,"Destruction of Left Lower Extremity Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075G4ZZ""",075G4ZZ,"Destruction of Left Lower Extremity Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075H0ZZ""",075H0ZZ,"Destruction of Right Inguinal Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075H3ZZ""",075H3ZZ,"Destruction of Right Inguinal Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075H4ZZ""",075H4ZZ,"Destruction of Right Inguinal Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075J0ZZ""",075J0ZZ,"Destruction of Left Inguinal Lymphatic, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075J3ZZ""",075J3ZZ,"Destruction of Left Inguinal Lymphatic, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075J4ZZ""",075J4ZZ,"Destruction of Left Inguinal Lymphatic, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075K0ZZ""",075K0ZZ,"Destruction of Thoracic Duct, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075K3ZZ""",075K3ZZ,"Destruction of Thoracic Duct, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075K4ZZ""",075K4ZZ,"Destruction of Thoracic Duct, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075L0ZZ""",075L0ZZ,"Destruction of Cisterna Chyli, Open Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075L3ZZ""",075L3ZZ,"Destruction of Cisterna Chyli, Percutaneous Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075L4ZZ""",075L4ZZ,"Destruction of Cisterna Chyli, Percutaneous Endoscopic Approach",LYM002,Lymph node excision (therapeutic),Lymphatic and Hemic System Procedures
"""075M0ZZ""",075M0ZZ,"Destruction of Thymus, Open Approach",LYM004,Thymectomy,Lymphatic and Hemic System Procedures
"""075M3ZZ""",075M3ZZ,"Destruction of Thymus, Percutaneous Approach",LYM004,Thymectomy,Lymphatic and Hemic System Procedures
"""075M4ZZ""",075M4ZZ,"Destruction of Thymus, Percutaneous Endoscopic Approach",LYM004,Thymectomy,Lymphatic and Hemic System Procedures
"""075P0ZZ""",075P0ZZ,"Destruction of Spleen, Open Approach",LYM006,Spleen procedures (excluding splenectomy),Lymphatic and Hemic System Procedures
"""075P3ZZ""",075P3ZZ,"Destruction of Spleen, Percutaneous Approach",LYM006,Spleen procedures (excluding splenectomy),Lymphatic and Hemic System Procedures
"""075P4ZZ""",075P4ZZ,"Destruction of Spleen, Percutaneous Endoscopic Approach",LYM006,Spleen procedures (excluding splenectomy),Lymphatic and Hemic System Procedures
"""079000Z""",079000Z,"Drainage of Head Lymphatic with Drainage Device, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07900ZX""",07900ZX,"Drainage of Head Lymphatic, Open Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07900ZZ""",07900ZZ,"Drainage of Head Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079030Z""",079030Z,"Drainage of Head Lymphatic with Drainage Device, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07903ZX""",07903ZX,"Drainage of Head Lymphatic, Percutaneous Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07903ZZ""",07903ZZ,"Drainage of Head Lymphatic, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079040Z""",079040Z,"Drainage of Head Lymphatic with Drainage Device, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07904ZX""",07904ZX,"Drainage of Head Lymphatic, Percutaneous Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07904ZZ""",07904ZZ,"Drainage of Head Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079080Z""",079080Z,"Drainage of Head Lymphatic with Drainage Device, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07908ZX""",07908ZX,"Drainage of Head Lymphatic, Via Natural or Artificial Opening Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07908ZZ""",07908ZZ,"Drainage of Head Lymphatic, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079100Z""",079100Z,"Drainage of Right Neck Lymphatic with Drainage Device, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07910ZX""",07910ZX,"Drainage of Right Neck Lymphatic, Open Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07910ZZ""",07910ZZ,"Drainage of Right Neck Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079130Z""",079130Z,"Drainage of Right Neck Lymphatic with Drainage Device, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07913ZX""",07913ZX,"Drainage of Right Neck Lymphatic, Percutaneous Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07913ZZ""",07913ZZ,"Drainage of Right Neck Lymphatic, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079140Z""",079140Z,"Drainage of Right Neck Lymphatic with Drainage Device, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07914ZX""",07914ZX,"Drainage of Right Neck Lymphatic, Percutaneous Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07914ZZ""",07914ZZ,"Drainage of Right Neck Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079180Z""",079180Z,"Drainage of Right Neck Lymphatic with Drainage Device, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07918ZX""",07918ZX,"Drainage of Right Neck Lymphatic, Via Natural or Artificial Opening Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07918ZZ""",07918ZZ,"Drainage of Right Neck Lymphatic, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079200Z""",079200Z,"Drainage of Left Neck Lymphatic with Drainage Device, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07920ZX""",07920ZX,"Drainage of Left Neck Lymphatic, Open Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07920ZZ""",07920ZZ,"Drainage of Left Neck Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079230Z""",079230Z,"Drainage of Left Neck Lymphatic with Drainage Device, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07923ZX""",07923ZX,"Drainage of Left Neck Lymphatic, Percutaneous Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07923ZZ""",07923ZZ,"Drainage of Left Neck Lymphatic, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079240Z""",079240Z,"Drainage of Left Neck Lymphatic with Drainage Device, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07924ZX""",07924ZX,"Drainage of Left Neck Lymphatic, Percutaneous Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07924ZZ""",07924ZZ,"Drainage of Left Neck Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079280Z""",079280Z,"Drainage of Left Neck Lymphatic with Drainage Device, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07928ZX""",07928ZX,"Drainage of Left Neck Lymphatic, Via Natural or Artificial Opening Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07928ZZ""",07928ZZ,"Drainage of Left Neck Lymphatic, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079300Z""",079300Z,"Drainage of Right Upper Extremity Lymphatic with Drainage Device, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07930ZX""",07930ZX,"Drainage of Right Upper Extremity Lymphatic, Open Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07930ZZ""",07930ZZ,"Drainage of Right Upper Extremity Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079330Z""",079330Z,"Drainage of Right Upper Extremity Lymphatic with Drainage Device, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07933ZX""",07933ZX,"Drainage of Right Upper Extremity Lymphatic, Percutaneous Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07933ZZ""",07933ZZ,"Drainage of Right Upper Extremity Lymphatic, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079340Z""",079340Z,"Drainage of Right Upper Extremity Lymphatic with Drainage Device, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07934ZX""",07934ZX,"Drainage of Right Upper Extremity Lymphatic, Percutaneous Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07934ZZ""",07934ZZ,"Drainage of Right Upper Extremity Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079380Z""",079380Z,"Drainage of Right Upper Extremity Lymphatic with Drainage Device, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07938ZX""",07938ZX,"Drainage of Right Upper Extremity Lymphatic, Via Natural or Artificial Opening Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07938ZZ""",07938ZZ,"Drainage of Right Upper Extremity Lymphatic, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079400Z""",079400Z,"Drainage of Left Upper Extremity Lymphatic with Drainage Device, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07940ZX""",07940ZX,"Drainage of Left Upper Extremity Lymphatic, Open Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07940ZZ""",07940ZZ,"Drainage of Left Upper Extremity Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079430Z""",079430Z,"Drainage of Left Upper Extremity Lymphatic with Drainage Device, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07943ZX""",07943ZX,"Drainage of Left Upper Extremity Lymphatic, Percutaneous Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07943ZZ""",07943ZZ,"Drainage of Left Upper Extremity Lymphatic, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079440Z""",079440Z,"Drainage of Left Upper Extremity Lymphatic with Drainage Device, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07944ZX""",07944ZX,"Drainage of Left Upper Extremity Lymphatic, Percutaneous Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07944ZZ""",07944ZZ,"Drainage of Left Upper Extremity Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079480Z""",079480Z,"Drainage of Left Upper Extremity Lymphatic with Drainage Device, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07948ZX""",07948ZX,"Drainage of Left Upper Extremity Lymphatic, Via Natural or Artificial Opening Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07948ZZ""",07948ZZ,"Drainage of Left Upper Extremity Lymphatic, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079500Z""",079500Z,"Drainage of Right Axillary Lymphatic with Drainage Device, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07950ZX""",07950ZX,"Drainage of Right Axillary Lymphatic, Open Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07950ZZ""",07950ZZ,"Drainage of Right Axillary Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079530Z""",079530Z,"Drainage of Right Axillary Lymphatic with Drainage Device, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07953ZX""",07953ZX,"Drainage of Right Axillary Lymphatic, Percutaneous Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07953ZZ""",07953ZZ,"Drainage of Right Axillary Lymphatic, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079540Z""",079540Z,"Drainage of Right Axillary Lymphatic with Drainage Device, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07954ZX""",07954ZX,"Drainage of Right Axillary Lymphatic, Percutaneous Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07954ZZ""",07954ZZ,"Drainage of Right Axillary Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079580Z""",079580Z,"Drainage of Right Axillary Lymphatic with Drainage Device, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07958ZX""",07958ZX,"Drainage of Right Axillary Lymphatic, Via Natural or Artificial Opening Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07958ZZ""",07958ZZ,"Drainage of Right Axillary Lymphatic, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079600Z""",079600Z,"Drainage of Left Axillary Lymphatic with Drainage Device, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07960ZX""",07960ZX,"Drainage of Left Axillary Lymphatic, Open Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07960ZZ""",07960ZZ,"Drainage of Left Axillary Lymphatic, Open Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079630Z""",079630Z,"Drainage of Left Axillary Lymphatic with Drainage Device, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07963ZX""",07963ZX,"Drainage of Left Axillary Lymphatic, Percutaneous Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07963ZZ""",07963ZZ,"Drainage of Left Axillary Lymphatic, Percutaneous Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079640Z""",079640Z,"Drainage of Left Axillary Lymphatic with Drainage Device, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07964ZX""",07964ZX,"Drainage of Left Axillary Lymphatic, Percutaneous Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
"""07964ZZ""",07964ZZ,"Drainage of Left Axillary Lymphatic, Percutaneous Endoscopic Approach",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""079680Z""",079680Z,"Drainage of Left Axillary Lymphatic with Drainage Device, Via Natural or Artificial Opening Endoscopic",LYM011,"Lymphatic procedures, NEC",Lymphatic and Hemic System Procedures
"""07968ZX""",07968ZX,"Drainage of Left Axillary Lymphatic, Via Natural or Artificial Opening Endoscopic Approach, Diagnostic",LYM001,Lymph node biopsy,Lymphatic and Hemic System Procedures
